locationString,EndLocationString,Start,End,ips,UAs,timestamp
CN/Hainan,KR/Daejeon Gwangyeoksi,2022-11-27T11:20:51.0581775Z,2022-11-27T11:21:46.0959628Z,"[""124.225.69.188""]","[""BAV2ROPC""]",2022-11-27T11:20:51.0581775Z
KR/Daejeon Gwangyeoksi,ID/Nusa Tenggara Timur,2022-11-27T11:21:35.6186593Z,2022-11-27T11:22:23.8341314Z,"[""59.26.184.221""]","[""BAV2ROPC""]",2022-11-27T11:21:35.6186593Z
ID/Nusa Tenggara Timur,RU/Moskovskaya Oblast',2022-11-27T11:22:13.0372222Z,2022-11-27T11:28:45.8231540Z,"[""203.99.119.236""]","[""BAV2ROPC""]",2022-11-27T11:22:13.0372222Z
IN/Uttar Pradesh,CN/Shanghai Shi,2022-11-27T11:28:49.0760342Z,2022-11-27T11:30:32.6035488Z,"[""122.187.230.50""]","[""BAV2ROPC""]",2022-11-27T11:28:49.0760342Z
IN/Gujarat,RU/Rostovskaya Oblast',2022-11-27T11:43:31.8828986Z,2022-11-27T11:44:10.7739574Z,"[""122.169.119.32""]","[""BAV2ROPC""]",2022-11-27T11:43:31.8828986Z
RU/Rostovskaya Oblast',UZ/Toshkent City,2022-11-27T11:43:57.2274031Z,2022-11-27T11:44:27.4801200Z,"[""80.80.100.72""]","[""BAV2ROPC""]",2022-11-27T11:43:57.2274031Z
UZ/Toshkent City,CN/Shaanxi,2022-11-27T11:44:17.2047409Z,2022-11-27T11:44:52.3481881Z,"[""94.141.69.156""]","[""BAV2ROPC""]",2022-11-27T11:44:17.2047409Z
ZA/Gauteng,US/Arkansas,2022-11-27T11:52:14.7102025Z,2022-11-27T11:52:42.1135611Z,"[""102.33.34.193""]","[""BAV2ROPC""]",2022-11-27T11:52:14.7102025Z
US/Arkansas,FR/Bas-Rhin,2022-11-27T11:52:31.3816283Z,2022-11-27T11:53:46.2641254Z,"[""167.224.204.60""]","[""BAV2ROPC""]",2022-11-27T11:52:31.3816283Z
SE/Stockholms Lan,FR/Bas-Rhin,2022-11-27T11:52:55.0028453Z,2022-11-27T11:53:46.2641254Z,"[""79.136.67.196""]","[""BAV2ROPC""]",2022-11-27T11:52:55.0028453Z
FR/Bas-Rhin,HK/Hong Kong,2022-11-27T11:53:38.2762550Z,2022-11-27T12:02:38.7501475Z,"[""141.94.163.74""]","[""BAV2ROPC""]",2022-11-27T11:53:38.2762550Z
US/Virginia,DE/Saarland,2022-11-27T12:02:57.6659234Z,2022-11-27T12:14:50.8524471Z,"[""204.2.43.252""]","[""BAV2ROPC""]",2022-11-27T12:02:57.6659234Z
MZ/Maputo Cidade,DE/Saarland,2022-11-27T12:03:47.7369812Z,2022-11-27T12:14:53.4922722Z,"[""196.28.226.67""]","[""BAV2ROPC""]",2022-11-27T12:03:47.7369812Z
BR/Minas Gerais,SG/South West,2022-11-27T12:15:34.8589914Z,2022-11-27T12:25:41.5337202Z,"[""189.113.186.25""]","[""BAV2ROPC""]",2022-11-27T12:15:34.8589914Z
NL/Zuid-Holland,SD/Al Khartum,2022-11-27T12:17:21.6056276Z,2022-11-27T12:27:12.5742061Z,"[""188.95.53.15""]","[""BAV2ROPC""]",2022-11-27T12:17:21.6056276Z
US/Missouri,SD/Al Khartum,2022-11-27T12:21:16.1477786Z,2022-11-27T12:27:12.5742061Z,"[""73.185.216.96""]","[""BAV2ROPC""]",2022-11-27T12:21:16.1477786Z
FR/Haute-Savoie,SD/Al Khartum,2022-11-27T12:21:32.6652522Z,2022-11-27T12:27:12.5742061Z,"[""80.245.26.173""]","[""BAV2ROPC""]",2022-11-27T12:21:32.6652522Z
ID/Kalimantan Barat,SG/South West,2022-11-27T12:22:07.3930158Z,2022-11-27T12:25:44.1935362Z,"[""124.109.22.206""]","[""BAV2ROPC""]",2022-11-27T12:22:07.3930158Z
CO/Distrito Capital,SD/Al Khartum,2022-11-27T12:22:17.9427405Z,2022-11-27T12:27:12.5742061Z,"[""186.96.101.110""]","[""BAV2ROPC""]",2022-11-27T12:22:17.9427405Z
IN/Uttar Pradesh,ID/Jawa Barat,2022-11-27T12:24:33.8151957Z,2022-11-27T12:28:02.0468801Z,"[""122.180.241.45""]","[""BAV2ROPC""]",2022-11-27T12:24:33.8151957Z
IN/Uttar Pradesh,ID/Jawa Barat,2022-11-27T12:25:15.5149903Z,2022-11-27T12:28:02.0468801Z,"[""59.144.170.107""]","[""BAV2ROPC""]",2022-11-27T12:25:15.5149903Z
VN/Ha Noi,MX/Distrito Federal,2022-11-27T12:25:58.5843379Z,2022-11-27T12:26:40.5730281Z,"[""210.245.111.235""]","[""BAV2ROPC""]",2022-11-27T12:25:58.5843379Z
ZA/Mpumalanga,MX/Distrito Federal,2022-11-27T12:26:18.4387824Z,2022-11-27T12:26:40.5730281Z,"[""102.23.252.211""]","[""BAV2ROPC""]",2022-11-27T12:26:18.4387824Z
ID/Jawa Barat,BG/Gabrovo,2022-11-27T12:27:51.4136331Z,2022-11-27T12:30:54.2568201Z,"[""103.92.38.100""]","[""BAV2ROPC""]",2022-11-27T12:27:51.4136331Z
CL/Region Metropolitana,BG/Gabrovo,2022-11-27T12:28:48.3350994Z,2022-11-27T12:30:51.6848807Z,"[""152.230.106.235""]","[""BAV2ROPC""]",2022-11-27T12:28:48.3350994Z
ID/Jawa Barat,BG/Gabrovo,2022-11-27T12:29:49.4406751Z,2022-11-27T12:30:54.2568201Z,"[""103.94.96.179""]","[""BAV2ROPC""]",2022-11-27T12:29:49.4406751Z
BG/Gabrovo,CR/San Jose,2022-11-27T12:30:43.9793512Z,2022-11-27T12:33:56.0090921Z,"[""89.106.101.34""]","[""BAV2ROPC""]",2022-11-27T12:30:43.9793512Z
RU/Penzenskaya Oblast',CR/San Jose,2022-11-27T12:31:29.2563069Z,2022-11-27T12:34:06.3285456Z,"[""85.237.44.113""]","[""BAV2ROPC""]",2022-11-27T12:31:29.2563069Z
AR/Ciudad De Buenos Aires,CN/Anhui,2022-11-27T12:32:13.5208469Z,2022-11-27T12:32:39.2680349Z,"[""201.251.127.123""]","[""BAV2ROPC""]",2022-11-27T12:32:13.5208469Z
CN/Anhui,CR/San Jose,2022-11-27T12:32:33.8751981Z,2022-11-27T12:34:06.3285456Z,"[""60.171.135.254""]","[""BAV2ROPC""]",2022-11-27T12:32:33.8751981Z
BR/Parana,RU/Novosibirskaya Oblast',2022-11-27T12:49:05.0337273Z,2022-11-27T12:51:37.7581341Z,"[""201.47.83.39""]","[""BAV2ROPC""]",2022-11-27T12:49:05.0337273Z
RO/Iasi,RU/Novosibirskaya Oblast',2022-11-27T12:50:36.0815552Z,2022-11-27T12:51:42.9747300Z,"[""82.208.167.209""]","[""BAV2ROPC""]",2022-11-27T12:50:36.0815552Z
IL/Tel Aviv,RU/Novosibirskaya Oblast',2022-11-27T12:51:15.5755844Z,2022-11-27T12:51:48.1922890Z,"[""188.64.203.190""]","[""BAV2ROPC""]",2022-11-27T12:51:15.5755844Z
IN/Karnataka,VN/Tay Ninh,2022-11-27T13:10:54.3365007Z,2022-11-27T13:11:43.5257668Z,"[""122.166.252.192""]","[""BAV2ROPC""]",2022-11-27T13:10:54.3365007Z
VN/Tay Ninh,FR/Alpes-Maritimes,2022-11-27T13:11:38.0393146Z,2022-11-27T13:12:18.9632320Z,"[""42.118.124.136""]","[""BAV2ROPC""]",2022-11-27T13:11:38.0393146Z
BR/Minas Gerais,RU/Kaliningradskaya Oblast',2022-11-27T13:12:38.5361171Z,2022-11-27T13:12:59.4595000Z,"[""189.113.186.129""]","[""BAV2ROPC""]",2022-11-27T13:12:38.5361171Z
RU/Kaliningradskaya Oblast',TW/Taichung,2022-11-27T13:12:59.4595000Z,2022-11-27T13:13:55.9256245Z,"[""83.219.149.57""]","[""BAV2ROPC""]",2022-11-27T13:12:59.4595000Z
CN/Tianjin Shi,RU/Novosibirskaya Oblast',2022-11-27T13:19:51.9815395Z,2022-11-27T13:21:26.3923725Z,"[""123.151.146.72""]","[""BAV2ROPC""]",2022-11-27T13:19:51.9815395Z
RU/Moskva,RU/Novosibirskaya Oblast',2022-11-27T13:20:32.3060776Z,2022-11-27T13:21:15.6922481Z,"[""95.165.142.8""]","[""BAV2ROPC""]",2022-11-27T13:20:32.3060776Z
CN/Shaanxi,RU/Penzenskaya Oblast',2022-11-27T13:20:57.7814347Z,2022-11-27T13:22:31.3688695Z,"[""117.39.63.46""]","[""BAV2ROPC""]",2022-11-27T13:20:57.7814347Z
RU/Novosibirskaya Oblast',RU/Penzenskaya Oblast',2022-11-27T13:21:15.6922481Z,2022-11-27T13:22:28.6634989Z,"[""37.192.126.19""]","[""BAV2ROPC""]",2022-11-27T13:21:15.6922481Z
CO/Distrito Capital,CN/Nei Mongol,2022-11-27T13:36:54.5862347Z,2022-11-27T13:38:01.2083145Z,"[""186.159.114.2""]","[""BAV2ROPC""]",2022-11-27T13:36:54.5862347Z
CN/Nei Mongol,FR/Haute-Savoie,2022-11-27T13:38:01.2083145Z,2022-11-27T13:45:56.0454333Z,"[""116.95.32.99""]","[""BAV2ROPC""]",2022-11-27T13:38:01.2083145Z
RU/Stavropol'skiy Kray,VN/Ho Chi Minh,2022-11-27T13:45:03.9585729Z,2022-11-27T13:45:42.8641021Z,"[""109.168.173.51""]","[""BAV2ROPC""]",2022-11-27T13:45:03.9585729Z
VN/Ho Chi Minh,ZA/Gauteng,2022-11-27T13:45:42.8641021Z,2022-11-27T13:46:27.9654526Z,"[""115.77.190.60""]","[""BAV2ROPC""]",2022-11-27T13:45:42.8641021Z
US/Georgia,ZA/Gauteng,2022-11-27T13:45:59.2875037Z,2022-11-27T13:46:27.9654526Z,"[""64.139.254.139""]","[""BAV2ROPC""]",2022-11-27T13:45:59.2875037Z
ZA/Gauteng,US/New Hampshire,2022-11-27T13:46:22.6899973Z,2022-11-27T13:47:32.5798850Z,"[""196.192.182.171""]","[""BAV2ROPC""]",2022-11-27T13:46:22.6899973Z
BR/Rio De Janeiro,RU/Krasnoyarskiy Kray,2022-11-27T13:46:52.2420405Z,2022-11-27T13:48:21.7527701Z,"[""45.168.133.250""]","[""BAV2ROPC""]",2022-11-27T13:46:52.2420405Z
IL/Hamerkaz,RU/Krasnoyarskiy Kray,2022-11-27T13:47:13.6455633Z,2022-11-27T13:48:21.7527701Z,"[""217.175.83.56""]","[""BAV2ROPC""]",2022-11-27T13:47:13.6455633Z
RU/Krasnoyarskiy Kray,CI/Abidjan,2022-11-27T13:48:08.4573084Z,2022-11-27T13:48:39.1469566Z,"[""178.169.116.168""]","[""BAV2ROPC""]",2022-11-27T13:48:08.4573084Z
IN/Uttar Pradesh,VE/Distrito Capital,2022-11-27T14:14:09.4950149Z,2022-11-27T14:14:56.5838424Z,"[""122.187.230.130""]","[""BAV2ROPC""]",2022-11-27T14:14:09.4950149Z
VE/Distrito Capital,SG/Central Singapore,2022-11-27T14:14:56.5838424Z,2022-11-27T14:15:26.7717856Z,"[""200.44.190.150""]","[""BAV2ROPC""]",2022-11-27T14:14:56.5838424Z
SG/Central Singapore,US/District Of Columbia,2022-11-27T14:15:16.1672825Z,2022-11-27T14:15:39.3914434Z,"[""138.75.232.141""]","[""BAV2ROPC""]",2022-11-27T14:15:16.1672825Z
US/District Of Columbia,KR/Jeollabuk-Do,2022-11-27T14:15:39.3914434Z,2022-11-27T14:16:13.6493661Z,"[""73.213.110.116""]","[""BAV2ROPC""]",2022-11-27T14:15:39.3914434Z
US/Alabama,PE/Lima Province,2022-11-27T14:20:42.2962076Z,2022-11-27T14:26:47.2250237Z,"[""73.19.132.192""]","[""BAV2ROPC""]",2022-11-27T14:20:42.2962076Z
CN/Shandong,IN/Karnataka,2022-11-27T14:21:02.1397718Z,2022-11-27T14:23:04.4484093Z,"[""219.146.247.134""]","[""BAV2ROPC""]",2022-11-27T14:21:02.1397718Z
CN/Anhui,BR/Minas Gerais,2022-11-27T14:21:28.3955624Z,2022-11-27T14:23:50.1094903Z,"[""60.175.97.119""]","[""BAV2ROPC""]",2022-11-27T14:21:28.3955624Z
IN/Karnataka,PE/Lima Province,2022-11-27T14:22:53.7288397Z,2022-11-27T14:26:47.2250237Z,"[""122.166.145.141""]","[""BAV2ROPC""]",2022-11-27T14:22:53.7288397Z
IE/Galway,DK/Hovedstaden,2022-11-27T14:29:29.8139019Z,2022-11-27T14:29:48.2411151Z,"[""109.255.219.238""]","[""BAV2ROPC""]",2022-11-27T14:29:29.8139019Z
DK/Hovedstaden,ES/Asturias,2022-11-27T14:29:48.2411151Z,2022-11-27T14:36:13.5988256Z,"[""152.115.210.26""]","[""BAV2ROPC""]",2022-11-27T14:29:48.2411151Z
PL/Mazowieckie,PL/Warminsko-Mazurskie,2022-11-27T14:34:26.2615686Z,2022-11-27T14:38:20.1137480Z,"[""89.65.56.150""]","[""BAV2ROPC""]",2022-11-27T14:34:26.2615686Z
BR/Maranhao,TR/Kayseri,2022-11-27T14:35:23.2990578Z,2022-11-27T14:36:30.3569502Z,"[""177.125.22.143""]","[""BAV2ROPC""]",2022-11-27T14:35:23.2990578Z
CN/Hubei,PL/Warminsko-Mazurskie,2022-11-27T14:35:46.1912011Z,2022-11-27T14:38:20.1137480Z,"[""219.140.170.34""]","[""BAV2ROPC""]",2022-11-27T14:35:46.1912011Z
ES/Asturias,TR/Kayseri,2022-11-27T14:36:00.2976548Z,2022-11-27T14:36:30.3569502Z,"[""85.152.57.61""]","[""BAV2ROPC""]",2022-11-27T14:36:00.2976548Z
TR/Kayseri,GT/Guatemala,2022-11-27T14:36:22.4869819Z,2022-11-27T14:36:47.7867791Z,"[""212.174.187.83""]","[""BAV2ROPC""]",2022-11-27T14:36:22.4869819Z
GT/Guatemala,ES/Melilla,2022-11-27T14:36:42.4832888Z,2022-11-27T14:37:02.1586910Z,"[""190.56.138.22""]","[""BAV2ROPC""]",2022-11-27T14:36:42.4832888Z
ES/Melilla,RO/Bucuresti,2022-11-27T14:36:59.4688146Z,2022-11-27T14:37:25.5837936Z,"[""46.35.107.233""]","[""BAV2ROPC""]",2022-11-27T14:36:59.4688146Z
BR/Goias,PL/Warminsko-Mazurskie,2022-11-27T14:38:03.5267558Z,2022-11-27T14:38:20.1137480Z,"[""45.65.222.111""]","[""BAV2ROPC""]",2022-11-27T14:38:03.5267558Z
CN/Hubei,RU/Moskovskaya Oblast',2022-11-27T14:38:40.8961610Z,2022-11-27T14:40:35.2587096Z,"[""111.170.12.101""]","[""BAV2ROPC""]",2022-11-27T14:38:40.8961610Z
ZA/Mpumalanga,CI/Abidjan,2022-11-27T14:39:23.7064651Z,2022-11-27T14:39:41.4545449Z,"[""102.23.252.195""]","[""BAV2ROPC""]",2022-11-27T14:39:23.7064651Z
TR/Kocaeli,PA/Chiriqui,2022-11-27T14:41:08.8109071Z,2022-11-27T14:41:45.2672595Z,"[""5.26.196.58""]","[""BAV2ROPC""]",2022-11-27T14:41:08.8109071Z
CN/Shanghai Shi,FR/Paris,2022-11-27T14:42:59.3435426Z,2022-11-27T14:43:31.2270547Z,"[""58.246.9.146""]","[""BAV2ROPC""]",2022-11-27T14:42:59.3435426Z
SG/North East,VN/Ha Tinh,2022-11-27T14:55:11.1618522Z,2022-11-27T15:06:19.6826606Z,"[""223.25.66.160""]","[""BAV2ROPC""]",2022-11-27T14:55:11.1618522Z
CN/Hunan,VN/Ha Tinh,2022-11-27T14:56:06.6167627Z,2022-11-27T15:06:19.6826606Z,"[""111.23.182.154""]","[""BAV2ROPC""]",2022-11-27T14:56:06.6167627Z
VN/Ha Tinh,TH/Krung Thep,2022-11-27T15:06:16.7702684Z,2022-11-27T15:06:46.5647257Z,"[""27.72.47.204""]","[""BAV2ROPC""]",2022-11-27T15:06:16.7702684Z
TH/Krung Thep,MX/Guerrero,2022-11-27T15:06:33.2515534Z,2022-11-27T15:07:36.9408013Z,"[""180.180.255.242""]","[""BAV2ROPC""]",2022-11-27T15:06:33.2515534Z
DE/Saarland,CN/Shaanxi,2022-11-27T15:12:16.8288996Z,2022-11-27T15:12:37.0605181Z,"[""141.95.45.138""]","[""BAV2ROPC""]",2022-11-27T15:12:16.8288996Z
CN/Shaanxi,VN/Ha Noi,2022-11-27T15:12:37.0605181Z,2022-11-27T15:13:02.9516171Z,"[""221.11.33.158""]","[""BAV2ROPC""]",2022-11-27T15:12:37.0605181Z
VN/Ha Noi,VE/Aragua,2022-11-27T15:13:00.3053645Z,2022-11-27T15:13:54.8051734Z,"[""27.72.146.191""]","[""BAV2ROPC""]",2022-11-27T15:13:00.3053645Z
VE/Aragua,CN/Hubei,2022-11-27T15:13:52.2570726Z,2022-11-27T15:14:41.4515329Z,"[""200.11.146.8""]","[""BAV2ROPC""]",2022-11-27T15:13:52.2570726Z
NE/Niamey,FR/Seine-Maritime,2022-11-27T15:23:52.4574517Z,2022-11-27T15:24:38.2395539Z,"[""154.66.220.45""]","[""BAV2ROPC""]",2022-11-27T15:23:52.4574517Z
IR/Fars,PE/Lima Province,2022-11-27T15:24:56.7542193Z,2022-11-27T15:25:48.0754657Z,"[""178.173.145.210""]","[""BAV2ROPC""]",2022-11-27T15:24:56.7542193Z
PE/Lima Province,PS/Jerusalem,2022-11-27T15:25:37.4816342Z,2022-11-27T15:25:58.0892437Z,"[""200.37.36.20""]","[""BAV2ROPC""]",2022-11-27T15:25:37.4816342Z
RU/Moskva,CN/Shandong,2022-11-27T15:26:51.3653266Z,2022-11-27T15:27:32.3175567Z,"[""81.211.9.174""]","[""BAV2ROPC""]",2022-11-27T15:26:51.3653266Z
RU/Novosibirskaya Oblast',RU/Sverdlovskaya Oblast',2022-11-27T15:28:04.9602676Z,2022-11-27T15:28:28.9823599Z,"[""37.192.24.16""]","[""BAV2ROPC""]",2022-11-27T15:28:04.9602676Z
BD/Dhaka,IN/Karnataka,2022-11-27T15:42:34.3918551Z,2022-11-27T15:43:28.1245858Z,"[""123.200.26.206""]","[""BAV2ROPC""]",2022-11-27T15:42:34.3918551Z
RU/Kareliya,IN/Karnataka,2022-11-27T15:42:54.4525306Z,2022-11-27T15:43:28.1245858Z,"[""94.140.224.150""]","[""BAV2ROPC""]",2022-11-27T15:42:54.4525306Z
IN/Uttar Pradesh,US/Georgia,2022-11-27T15:48:18.3585843Z,2022-11-27T15:50:15.4642729Z,"[""122.187.226.16""]","[""BAV2ROPC""]",2022-11-27T15:48:18.3585843Z
HK/Hong Kong,KR/Daegu Gwangyeoksi,2022-11-27T15:49:23.2576386Z,2022-11-27T15:53:38.4899076Z,"[""113.28.86.1""]","[""BAV2ROPC""]",2022-11-27T15:49:23.2576386Z
US/Georgia,KR/Daegu Gwangyeoksi,2022-11-27T15:50:02.4016417Z,2022-11-27T15:53:38.4899076Z,"[""98.192.36.151""]","[""BAV2ROPC""]",2022-11-27T15:50:02.4016417Z
US/Virginia,IN/Gujarat,2022-11-27T15:51:08.2337447Z,2022-11-27T15:53:17.2347633Z,"[""68.36.67.30""]","[""BAV2ROPC""]",2022-11-27T15:51:08.2337447Z
IN/Gujarat,VN/Ho Chi Minh,2022-11-27T15:53:14.3005055Z,2022-11-27T15:54:22.6485700Z,"[""122.169.118.120""]","[""BAV2ROPC""]",2022-11-27T15:53:14.3005055Z
VN/Ho Chi Minh,BO/La Paz,2022-11-27T15:54:17.5364229Z,2022-11-27T15:55:52.1128426Z,"[""27.74.253.80""]","[""BAV2ROPC""]",2022-11-27T15:54:17.5364229Z
IN/Uttar Pradesh,ZW/Harare,2022-11-27T16:06:38.4377872Z,2022-11-27T16:08:36.3811506Z,"[""223.239.128.138""]","[""BAV2ROPC""]",2022-11-27T16:06:38.4377872Z
BD/Dhaka,KR/Sejong,2022-11-27T16:18:19.0635326Z,2022-11-27T16:25:40.3287802Z,"[""27.147.180.78""]","[""BAV2ROPC""]",2022-11-27T16:18:19.0635326Z
CN/Hubei,KR/Sejong,2022-11-27T16:18:42.2037052Z,2022-11-27T16:25:37.7768477Z,"[""221.233.194.45""]","[""BAV2ROPC""]",2022-11-27T16:18:42.2037052Z
US/Iowa,MD/Chisinau,2022-11-27T16:21:51.5341027Z,2022-11-27T16:22:17.5460810Z,"[""216.51.185.199""]","[""BAV2ROPC""]",2022-11-27T16:21:51.5341027Z
MD/Chisinau,IL/Hamerkaz,2022-11-27T16:22:12.1896857Z,2022-11-27T16:24:55.1749891Z,"[""188.138.128.208""]","[""BAV2ROPC""]",2022-11-27T16:22:12.1896857Z
ES/Barcelona,IL/Hamerkaz,2022-11-27T16:22:36.0252158Z,2022-11-27T16:24:50.0786236Z,"[""79.158.32.85""]","[""BAV2ROPC""]",2022-11-27T16:22:36.0252158Z
CL/Region Metropolitana,RU/Sankt-Peterburg,2022-11-27T16:23:29.6854419Z,2022-11-27T16:28:39.5337347Z,"[""190.196.165.186""]","[""BAV2ROPC""]",2022-11-27T16:23:29.6854419Z
BR/Rio De Janeiro,CL/Region Metropolitana,2022-11-27T16:23:52.7958780Z,2022-11-27T16:30:15.3366124Z,"[""179.191.47.140""]","[""BAV2ROPC""]",2022-11-27T16:23:52.7958780Z
IR/Gilan,KR/Incheon Gwangyeoksi,2022-11-27T16:24:35.9304028Z,2022-11-27T16:30:30.6292350Z,"[""85.185.218.53""]","[""BAV2ROPC""]",2022-11-27T16:24:35.9304028Z
IL/Hamerkaz,CR/San Jose,2022-11-27T16:24:42.0869165Z,2022-11-27T16:25:53.1468747Z,"[""176.12.161.25""]","[""BAV2ROPC""]",2022-11-27T16:24:42.0869165Z
GH/Greater Accra,KR/Sejong,2022-11-27T16:25:06.4330456Z,2022-11-27T16:25:42.8818144Z,"[""196.44.104.72""]","[""BAV2ROPC""]",2022-11-27T16:25:06.4330456Z
KR/Sejong,FR/Paris,2022-11-27T16:25:29.8869517Z,2022-11-27T16:29:34.8572652Z,"[""210.122.35.74""]","[""BAV2ROPC""]",2022-11-27T16:25:29.8869517Z
CN/Guizhou,KR/Incheon Gwangyeoksi,2022-11-27T16:25:37.1922491Z,2022-11-27T16:30:30.6292350Z,"[""122.9.150.49""]","[""BAV2ROPC""]",2022-11-27T16:25:37.1922491Z
BG/Sofiya-Grad,KR/Incheon Gwangyeoksi,2022-11-27T16:26:25.4420291Z,2022-11-27T16:30:30.6292350Z,"[""194.146.233.41""]","[""BAV2ROPC""]",2022-11-27T16:26:25.4420291Z
VN/Ha Tinh,KR/Incheon Gwangyeoksi,2022-11-27T16:26:43.9935218Z,2022-11-27T16:30:30.6292350Z,"[""117.4.201.133""]","[""BAV2ROPC""]",2022-11-27T16:26:43.9935218Z
RU/Kaluzhskaya Oblast',KR/Incheon Gwangyeoksi,2022-11-27T16:28:16.4100888Z,2022-11-27T16:30:30.6292350Z,"[""217.15.197.39""]","[""BAV2ROPC""]",2022-11-27T16:28:16.4100888Z
CN/Jiangxi,KR/Incheon Gwangyeoksi,2022-11-27T16:29:16.4362688Z,2022-11-27T16:30:30.6292350Z,"[""113.195.160.158""]","[""BAV2ROPC""]",2022-11-27T16:29:16.4362688Z
FR/Paris,KR/Ulsan Gwangyeoksi,2022-11-27T16:29:34.8572652Z,2022-11-27T16:29:56.7854992Z,"[""185.171.114.68""]","[""BAV2ROPC""]",2022-11-27T16:29:34.8572652Z
KR/Ulsan Gwangyeoksi,CN/Hubei,2022-11-27T16:29:54.1806573Z,2022-11-27T16:32:13.5325091Z,"[""218.154.239.1""]","[""BAV2ROPC""]",2022-11-27T16:29:54.1806573Z
AR/Ciudad De Buenos Aires,KR/Incheon Gwangyeoksi,2022-11-27T16:29:58.6395656Z,2022-11-27T16:30:30.6292350Z,"[""201.234.106.216""]","[""BAV2ROPC""]",2022-11-27T16:29:58.6395656Z
CN/Anhui,VN/Ha Tinh,2022-11-27T16:30:44.3907375Z,2022-11-27T16:40:40.1549718Z,"[""60.171.220.86""]","[""BAV2ROPC""]",2022-11-27T16:30:44.3907375Z
PK/Sindh,BD/Dhaka,2022-11-27T16:42:48.6005573Z,2022-11-27T16:43:15.9210194Z,"[""119.30.108.250""]","[""BAV2ROPC""]",2022-11-27T16:42:48.6005573Z
BD/Dhaka,ID/Jakarta Raya,2022-11-27T16:43:05.6947744Z,2022-11-27T16:45:15.7109208Z,"[""202.84.34.85""]","[""BAV2ROPC""]",2022-11-27T16:43:05.6947744Z
CN/Shanxi,BR/Para,2022-11-27T16:43:23.0233858Z,2022-11-27T16:45:30.4393741Z,"[""113.26.203.87""]","[""BAV2ROPC""]",2022-11-27T16:43:23.0233858Z
ID/Jakarta Raya,BR/Para,2022-11-27T16:45:07.7042180Z,2022-11-27T16:45:30.4393741Z,"[""103.143.111.196""]","[""BAV2ROPC""]",2022-11-27T16:45:07.7042180Z
CN/Hubei,CN/Shaanxi,2022-11-27T16:48:17.6880779Z,2022-11-27T16:49:58.4788938Z,"[""61.136.178.249""]","[""BAV2ROPC""]",2022-11-27T16:48:17.6880779Z
MO/Macau,ZA/Mpumalanga,2022-11-27T16:49:07.8449511Z,2022-11-27T16:58:08.4616154Z,"[""202.86.149.186""]","[""BAV2ROPC""]",2022-11-27T16:49:07.8449511Z
HK/Hong Kong,BR/Bahia,2022-11-27T16:53:53.8063123Z,2022-11-27T16:59:36.2783235Z,"[""210.57.12.102""]","[""BAV2ROPC""]",2022-11-27T16:53:53.8063123Z
ID/Jakarta Raya,ZA/Mpumalanga,2022-11-27T16:54:15.8550460Z,2022-11-27T16:58:16.2779366Z,"[""115.124.64.17""]","[""BAV2ROPC""]",2022-11-27T16:54:15.8550460Z
CN/Shandong,CN/Shanghai Shi,2022-11-27T16:54:38.2184784Z,2022-11-27T17:01:25.8233503Z,"[""219.146.122.13""]","[""BAV2ROPC""]",2022-11-27T16:54:38.2184784Z
AM/Lorri,ZA/Mpumalanga,2022-11-27T16:56:13.7606181Z,2022-11-27T16:58:03.2492370Z,"[""130.193.125.122""]","[""BAV2ROPC""]",2022-11-27T16:56:13.7606181Z
CN/Chongqing,RU/Moskva,2022-11-27T16:56:23.5239704Z,2022-11-27T17:09:29.3275268Z,"[""183.64.62.34""]","[""BAV2ROPC""]",2022-11-27T16:56:23.5239704Z
CN/Chongqing,CN/Shanghai Shi,2022-11-27T16:57:41.6245200Z,2022-11-27T17:01:23.2653711Z,"[""123.146.248.90""]","[""BAV2ROPC""]",2022-11-27T16:57:41.6245200Z
BR/Bahia,ES/Murcia,2022-11-27T16:59:30.9150423Z,2022-11-27T16:59:46.3414853Z,"[""200.223.192.150""]","[""BAV2ROPC""]",2022-11-27T16:59:30.9150423Z
AR/Ciudad De Buenos Aires,RU/Bryanskaya Oblast',2022-11-27T17:00:10.5282064Z,2022-11-27T17:10:54.9660843Z,"[""181.10.148.131""]","[""BAV2ROPC""]",2022-11-27T17:00:10.5282064Z
CN/Shanghai Shi,RU/Bryanskaya Oblast',2022-11-27T17:01:23.2653711Z,2022-11-27T17:11:02.8902164Z,"[""61.171.89.48""]","[""BAV2ROPC""]",2022-11-27T17:01:23.2653711Z
RU/Moskva,RU/Bryanskaya Oblast',2022-11-27T17:09:23.9616951Z,2022-11-27T17:10:54.9660843Z,"[""88.210.29.51""]","[""BAV2ROPC""]",2022-11-27T17:09:23.9616951Z
SE/Stockholms Lan,ID/Jakarta Raya,2022-11-27T18:02:07.9120563Z,2022-11-27T18:05:04.0437758Z,"[""141.147.96.104""]","[""BAV2ROPC""]",2022-11-27T18:02:07.9120563Z
ID/Sumatera Barat,ID/Jakarta Raya,2022-11-27T18:03:07.5149083Z,2022-11-27T18:05:04.0437758Z,"[""103.141.74.109""]","[""BAV2ROPC""]",2022-11-27T18:03:07.5149083Z
ID/Jakarta Raya,BR/Espirito Santo,2022-11-27T18:05:04.0437758Z,2022-11-27T18:06:23.0163168Z,"[""103.167.143.203""]","[""BAV2ROPC""]",2022-11-27T18:05:04.0437758Z
